"","HH1","HH2","HH6","HH7","HH49","stratum","windex5r","HH51","HH52","HC1A","EthnicityGroup","HC15","helevel1","hhweight","HHAGEx","HHSEX","HHAGE","UN16AA","UN16AB","UN16AC","UN16AD","UN16AE","UN16AF","UN16AG","UN16AH","WAGE","WM17","CM4","MSTATUS","welevel1","wmweight","WB4","HC1A_combined","CM4_grouped","MSTATUS_grouped","HH51_grouped","HH52_grouped"
"14",1,25,"RURAL","PROVINCE NO. 1",3,"Province 1 Rural","Second",0,3,"HINDU","Janajati","YES","Basic (Gr 1-8)",1.31762490967918,"50+","Male",51,"NO","NO","NO","YES","NO","NO","NO","YES","20-24","COMPLETED",NA,"Never married/in union","Secondary (Gr 9-12)",1.33326822838508,23,"HINDU",NA,"Never Married","0","3"
"15",1,25,"RURAL","PROVINCE NO. 1",3,"Province 1 Rural","Second",0,3,"HINDU","Janajati","YES","Basic (Gr 1-8)",1.31762490967918,"50+","Male",51,"NO","NO","NO","YES","NO","NO","NO","YES","15-19","COMPLETED",NA,"Never married/in union","Secondary (Gr 9-12)",1.33326822838508,19,"HINDU",NA,"Never Married","0","3"
"16",1,25,"RURAL","PROVINCE NO. 1",3,"Province 1 Rural","Second",0,3,"HINDU","Janajati","YES","Basic (Gr 1-8)",1.31762490967918,"50+","Male",51,"NO","NO","NO","YES","NO","NO","NO","YES","15-19","COMPLETED",NA,"Never married/in union","Secondary (Gr 9-12)",1.33326822838508,15,"HINDU",NA,"Never Married","0","3"
"17",1,3,"RURAL","PROVINCE NO. 1",1,"Province 1 Rural","Second",1,0,"HINDU","Brahman/Chhetri","YES","Secondary (Gr 9-12)",0.503283785129447,"50+","Male",55,"NO","NO","NO","YES","NO","NO","NO","YES","20-24","COMPLETED",0,"Currently married/in union","Secondary (Gr 9-12)",0.509258951956103,21,"HINDU","0","Ever Married","1","0"
"18",1,5,"RURAL","PROVINCE NO. 1",1,"Province 1 Rural","Poorest",1,2,"HINDU","Janajati","NO","Secondary (Gr 9-12)",0.503283785129447,"25-49","Male",36,"NO","NO","NO","NO","NO","NO","YES","YES","30-34","COMPLETED",2,"Currently married/in union","Secondary (Gr 9-12)",0.509258951956103,32,"HINDU","2","Ever Married","1","2"
"19",1,6,"RURAL","PROVINCE NO. 1",2,"Province 1 Rural","Second",2,1,"HINDU","Dalits","YES","Secondary (Gr 9-12)",0.503283785129447,"25-49","Male",44,"NO","NO","NO","YES","YES","NO","NO","YES","40-44","COMPLETED",4,"Currently married/in union","Basic (Gr 1-8)",0.509258951956103,40,"HINDU","More than 2","Ever Married","2","1"
"20",1,6,"RURAL","PROVINCE NO. 1",2,"Province 1 Rural","Second",2,1,"HINDU","Dalits","YES","Secondary (Gr 9-12)",0.503283785129447,"25-49","Male",44,"NO","NO","NO","NO","NO","NO","NO","YES","15-19","COMPLETED",NA,"Never married/in union","Secondary (Gr 9-12)",0.509258951956103,19,"HINDU",NA,"Never Married","2","1"
"21",1,7,"RURAL","PROVINCE NO. 1",1,"Province 1 Rural","Poorest",2,1,"KIRAT","Janajati","YES","Secondary (Gr 9-12)",0.503283785129447,"25-49","Male",34,"NO","NO","NO","NO","NO","NO","NO","YES","25-29","COMPLETED",3,"Currently married/in union","Basic (Gr 1-8)",0.509258951956103,25,"OTHER","More than 2","Ever Married","2","1"
"22",1,8,"RURAL","PROVINCE NO. 1",1,"Province 1 Rural","Poorest",1,4,"KIRAT","Janajati","YES","Secondary (Gr 9-12)",0.503283785129447,"25-49","Male",39,"NO","NO","NO","NO","NO","NO","NO","YES","35-39","COMPLETED",0,"Currently married/in union","Secondary (Gr 9-12)",0.509258951956103,37,"OTHER","0","Ever Married","1","4+"
"23",1,9,"RURAL","PROVINCE NO. 1",1,"Province 1 Rural","Second",1,4,"KIRAT","Janajati","YES","Higher",0.503283785129447,"25-49","Male",36,"NO","NO","NO","NO","NO","NO","NO","YES","20-24","COMPLETED",1,"Currently married/in union","Basic (Gr 1-8)",0.509258951956103,24,"OTHER","1","Ever Married","1","4+"
"24",10,1,"RURAL","PROVINCE NO. 1",1,"Province 1 Rural","Poorest",0,2,"BUDDHIST","Janajati","YES","Secondary (Gr 9-12)",0.349353904039324,"25-49","Male",34,"NO","NO","NO","YES","NO","NO","NO","YES","25-29","COMPLETED",1,"Currently married/in union","Basic (Gr 1-8)",0.353501559735487,29,"BUDDHIST","1","Ever Married","0","2"
"25",10,10,"RURAL","PROVINCE NO. 1",1,"Province 1 Rural","Second",1,2,"HINDU","Dalits","YES","None",0.349353904039324,"50+","Male",80,"NO","YES","NO","YES","NO","NO","NO","YES","25-29","COMPLETED",3,"Currently married/in union","Secondary (Gr 9-12)",0.353501559735487,28,"HINDU","More than 2","Ever Married","1","2"
"26",10,11,"RURAL","PROVINCE NO. 1",1,"Province 1 Rural","Poorest",1,1,"HINDU","Dalits","YES","None",0.349353904039324,"50+","Female",57,"NO","NO","NO","NO","NO","NO","NO","YES","20-24","COMPLETED",1,"Currently married/in union","Basic (Gr 1-8)",0.353501559735487,22,"HINDU","1","Ever Married","1","1"
"27",10,13,"RURAL","PROVINCE NO. 1",1,"Province 1 Rural","Poorest",1,1,"HINDU","Dalits","YES","None",0.349353904039324,"50+","Male",71,"NO","YES","NO","YES","NO","NO","NO","YES","25-29","COMPLETED",1,"Currently married/in union","Basic (Gr 1-8)",0.353501559735487,27,"HINDU","1","Ever Married","1","1"
"28",10,16,"RURAL","PROVINCE NO. 1",2,"Province 1 Rural","Poorest",0,1,"HINDU","Brahman/Chhetri","YES","Higher",1.11437425871803,"50+","Male",51,"NO","NO","NO","YES","NO","NO","NO","YES","40-44","COMPLETED",1,"Currently married/in union","Basic (Gr 1-8)",1.1276045123044,41,"HINDU","1","Ever Married","0","1"
"29",10,16,"RURAL","PROVINCE NO. 1",2,"Province 1 Rural","Poorest",0,1,"HINDU","Brahman/Chhetri","YES","Higher",1.11437425871803,"50+","Male",51,"NO","NO","NO","YES","NO","NO","NO","YES","15-19","COMPLETED",NA,"Never married/in union","Secondary (Gr 9-12)",1.1276045123044,17,"HINDU",NA,"Never Married","0","1"
"30",10,18,"RURAL","PROVINCE NO. 1",2,"Province 1 Rural","Poorest",0,2,"HINDU","Brahman/Chhetri","YES","Secondary (Gr 9-12)",1.11437425871803,"25-49","Male",47,"NO","NO","NO","YES","NO","NO","NO","YES","20-24","COMPLETED",NA,"Never married/in union","Secondary (Gr 9-12)",1.1276045123044,24,"HINDU",NA,"Never Married","0","2"
"31",10,19,"RURAL","PROVINCE NO. 1",3,"Province 1 Rural","Poorest",0,1,"HINDU","Brahman/Chhetri","YES","Secondary (Gr 9-12)",1.11437425871803,"50+","Male",50,"NO","YES","NO","YES","NO","NO","NO","YES","45-49","COMPLETED",2,"Currently married/in union","None",1.1276045123044,49,"HINDU","2","Ever Married","0","1"
"32",10,19,"RURAL","PROVINCE NO. 1",3,"Province 1 Rural","Poorest",0,1,"HINDU","Brahman/Chhetri","YES","Secondary (Gr 9-12)",1.11437425871803,"50+","Male",50,"NO","YES","NO","YES","NO","NO","NO","YES","20-24","COMPLETED",NA,"Currently married/in union","Secondary (Gr 9-12)",1.1276045123044,23,"HINDU",NA,"Ever Married","0","1"
"33",10,19,"RURAL","PROVINCE NO. 1",3,"Province 1 Rural","Poorest",0,1,"HINDU","Brahman/Chhetri","YES","Secondary (Gr 9-12)",1.11437425871803,"50+","Male",50,"NO","YES","NO","YES","NO","NO","NO","YES","15-19","COMPLETED",NA,"Never married/in union","Secondary (Gr 9-12)",1.1276045123044,18,"HINDU",NA,"Never Married","0","1"
"34",10,2,"RURAL","PROVINCE NO. 1",2,"Province 1 Rural","Poorest",1,1,"HINDU","Janajati","YES","Basic (Gr 1-8)",0.349353904039324,"25-49","Male",47,"NO","NO","NO","NO","NO","NO","NO","YES","45-49","COMPLETED",1,"Currently married/in union","Basic (Gr 1-8)",0.353501559735487,46,"HINDU","1","Ever Married","1","1"
"35",10,2,"RURAL","PROVINCE NO. 1",2,"Province 1 Rural","Poorest",1,1,"HINDU","Janajati","YES","Basic (Gr 1-8)",0.349353904039324,"25-49","Male",47,"NO","NO","NO","NO","NO","NO","NO","YES","15-19","COMPLETED",0,"Currently married/in union","Secondary (Gr 9-12)",0.353501559735487,19,"HINDU","0","Ever Married","1","1"
"36",10,21,"RURAL","PROVINCE NO. 1",1,"Province 1 Rural","Poorest",0,2,"HINDU","Brahman/Chhetri","YES","Basic (Gr 1-8)",1.11437425871803,"25-49","Female",36,"NO","NO","YES","YES","YES","NO","NO","YES","35-39","COMPLETED",1,"Currently married/in union","Basic (Gr 1-8)",1.1276045123044,36,"HINDU","1","Ever Married","0","2"
"37",10,23,"RURAL","PROVINCE NO. 1",2,"Province 1 Rural","Poorest",0,4,"HINDU","Dalits","YES","Basic (Gr 1-8)",1.11437425871803,"25-49","Male",35,"NO","NO","NO","YES","NO","NO","NO","YES","30-34","COMPLETED",3,"Currently married/in union","None",1.1276045123044,34,"HINDU","More than 2","Ever Married","0","4+"
"38",10,23,"RURAL","PROVINCE NO. 1",2,"Province 1 Rural","Poorest",0,4,"HINDU","Dalits","YES","Basic (Gr 1-8)",1.11437425871803,"25-49","Male",35,"NO","NO","NO","YES","NO","NO","NO","YES","15-19","COMPLETED",NA,"Never married/in union","Basic (Gr 1-8)",1.1276045123044,15,"HINDU",NA,"Never Married","0","4+"
"39",10,24,"RURAL","PROVINCE NO. 1",1,"Province 1 Rural","Poorest",0,2,"HINDU","Dalits","YES","Basic (Gr 1-8)",1.11437425871803,"25-49","Female",32,"NO","YES","NO","YES","YES","NO","NO","YES","30-34","COMPLETED",1,"Currently married/in union","Basic (Gr 1-8)",1.1276045123044,32,"HINDU","1","Ever Married","0","2"
"40",10,25,"RURAL","PROVINCE NO. 1",1,"Province 1 Rural","Poorest",0,4,"HINDU","Dalits","YES","Basic (Gr 1-8)",1.11437425871803,"25-49","Female",33,"NO","NO","NO","NO","NO","NO","NO","YES","30-34","COMPLETED",1,"Currently married/in union","Basic (Gr 1-8)",1.1276045123044,33,"HINDU","1","Ever Married","0","4+"
"41",10,3,"RURAL","PROVINCE NO. 1",1,"Province 1 Rural","Second",1,0,"HINDU","Brahman/Chhetri","YES","None",0.349353904039324,"50+","Male",54,"NO","YES","NO","YES","NO","NO","YES","YES","25-29","COMPLETED",1,"Currently married/in union","Basic (Gr 1-8)",0.353501559735487,25,"HINDU","1","Ever Married","1","0"
"42",10,4,"RURAL","PROVINCE NO. 1",2,"Province 1 Rural","Second",0,0,"HINDU","Brahman/Chhetri","YES","Basic (Gr 1-8)",0.349353904039324,"50+","Male",64,"NO","NO","NO","YES","NO","NO","NO","YES","20-24","COMPLETED",NA,"Never married/in union","Secondary (Gr 9-12)",0.353501559735487,24,"HINDU",NA,"Never Married","0","0"
"43",10,4,"RURAL","PROVINCE NO. 1",2,"Province 1 Rural","Second",0,0,"HINDU","Brahman/Chhetri","YES","Basic (Gr 1-8)",0.349353904039324,"50+","Male",64,"NO","YES","NO","YES","NO","YES","NO","YES","40-44","COMPLETED",NA,"Currently married/in union","None",0.353501559735487,43,"HINDU",NA,"Ever Married","0","0"
"44",10,5,"RURAL","PROVINCE NO. 1",1,"Province 1 Rural","Poorest",1,0,"HINDU","Brahman/Chhetri","YES","Basic (Gr 1-8)",0.349353904039324,"50+","Male",81,"NO","NO","NO","YES","YES","NO","NO","YES","25-29","COMPLETED",0,"Currently married/in union","Secondary (Gr 9-12)",0.353501559735487,25,"HINDU","0","Ever Married","1","0"
"45",10,6,"RURAL","PROVINCE NO. 1",1,"Province 1 Rural","Poorest",1,0,"BUDDHIST","Janajati","YES","None",0.349353904039324,"50+","Male",55,"NO","NO","NO","NO","NO","NO","NO","YES","20-24","COMPLETED",0,"Currently married/in union","Secondary (Gr 9-12)",0.353501559735487,22,"BUDDHIST","0","Ever Married","1","0"
"46",10,7,"RURAL","PROVINCE NO. 1",1,"Province 1 Rural","Poorest",1,2,"HINDU","Brahman/Chhetri","YES","Secondary (Gr 9-12)",0.349353904039324,"25-49","Male",37,"YES","YES","NO","YES","NO","NO","NO","YES","35-39","COMPLETED",1,"Currently married/in union","Secondary (Gr 9-12)",0.353501559735487,37,"HINDU","1","Ever Married","1","2"
"47",10,9,"RURAL","PROVINCE NO. 1",1,"Province 1 Rural","Poorest",0,4,"HINDU","Dalits","YES","Basic (Gr 1-8)",0.349353904039324,"50+","Male",59,"NO","NO","NO","YES","NO","NO","NO","YES","25-29","COMPLETED",3,"Currently married/in union","None",0.353501559735487,29,"HINDU","More than 2","Ever Married","0","4+"
"48",100,10,"RURAL","PROVINCE NO. 2",1,"Province 2 Rural","Middle",1,0,"HINDU","Tarai/Madhesi Other Castes","NO","None",0.837308920800209,"50+","Male",50,"NO","NO","NO","NO","NO","NO","NO","YES","20-24","COMPLETED",1,"Currently married/in union","None",0.844553689150777,22,"HINDU","1","Ever Married","1","0"
"49",100,11,"RURAL","PROVINCE NO. 2",1,"Province 2 Rural","Fourth",1,1,"HINDU","Tarai/Madhesi Other Castes","NO","None",0.837308920800209,"50+","Male",62,"NO","NO","NO","NO","NO","NO","NO","YES","15-19","COMPLETED",0,"Currently married/in union","Basic (Gr 1-8)",0.844553689150777,18,"HINDU","0","Ever Married","1","1"
"50",100,12,"RURAL","PROVINCE NO. 2",3,"Province 2 Rural","Fourth",2,1,"HINDU","Tarai/Madhesi Other Castes","NO","Basic (Gr 1-8)",0.837308920800209,"25-49","Male",49,"NO","NO","NO","NO","NO","NO","NO","YES","45-49","COMPLETED",1,"Currently married/in union","None",0.844553689150777,47,"HINDU","1","Ever Married","2","1"
"51",100,12,"RURAL","PROVINCE NO. 2",3,"Province 2 Rural","Fourth",2,1,"HINDU","Tarai/Madhesi Other Castes","NO","Basic (Gr 1-8)",0.837308920800209,"25-49","Male",49,"NO","NO","NO","NO","NO","NO","NO","YES","20-24","COMPLETED",NA,"Never married/in union","Secondary (Gr 9-12)",0.844553689150777,23,"HINDU",NA,"Never Married","2","1"
"52",100,13,"RURAL","PROVINCE NO. 2",3,"Province 2 Rural","Fourth",1,5,"HINDU","Tarai/Madhesi Other Castes","NO","None",0.837308920800209,"50+","Male",69,"NO","NO","NO","NO","NO","NO","NO","YES","40-44","COMPLETED",6,"Currently married/in union","None",0.844553689150777,41,"HINDU","More than 2","Ever Married","1","4+"
"53",100,13,"RURAL","PROVINCE NO. 2",3,"Province 2 Rural","Fourth",1,5,"HINDU","Tarai/Madhesi Other Castes","NO","None",0.837308920800209,"50+","Male",69,"NO","NO","NO","NO","NO","NO","NO","YES","15-19","COMPLETED",NA,"Never married/in union","Basic (Gr 1-8)",0.844553689150777,18,"HINDU",NA,"Never Married","1","4+"
"54",100,13,"RURAL","PROVINCE NO. 2",3,"Province 2 Rural","Fourth",1,5,"HINDU","Tarai/Madhesi Other Castes","NO","None",0.837308920800209,"50+","Male",69,"NO","NO","NO","NO","NO","NO","NO","YES","15-19","COMPLETED",NA,"Never married/in union","Basic (Gr 1-8)",0.844553689150777,15,"HINDU",NA,"Never Married","1","4+"
"55",100,14,"RURAL","PROVINCE NO. 2",1,"Province 2 Rural","Middle",2,0,"HINDU","Tarai/Madhesi Other Castes","NO","None",0.822704695437415,"50+","Male",54,"NO","NO","NO","NO","NO","NO","NO","YES","20-24","COMPLETED",1,"Currently married/in union","Basic (Gr 1-8)",0.82982310154931,22,"HINDU","1","Ever Married","2","0"
"56",100,15,"RURAL","PROVINCE NO. 2",1,"Province 2 Rural","Richest",1,0,"HINDU","Tarai/Madhesi Other Castes","YES","Basic (Gr 1-8)",0.822704695437415,"50+","Male",66,"NO","NO","NO","YES","NO","NO","NO","YES","25-29","COMPLETED",0,"Currently married/in union","Secondary (Gr 9-12)",0.82982310154931,25,"HINDU","0","Ever Married","1","0"
"57",100,16,"RURAL","PROVINCE NO. 2",1,"Province 2 Rural","Richest",0,2,"HINDU","Tarai/Madhesi Other Castes","YES","Basic (Gr 1-8)",0.822704695437415,"25-49","Male",36,"NO","NO","NO","YES","NO","NO","NO","YES","30-34","COMPLETED",1,"Currently married/in union","None",0.82982310154931,34,"HINDU","1","Ever Married","0","2"
"58",100,19,"RURAL","PROVINCE NO. 2",2,"Province 2 Rural","Middle",0,2,"HINDU","Tarai/Madhesi Other Castes","YES","Basic (Gr 1-8)",0.822704695437415,"25-49","Male",36,"NO","NO","NO","NO","NO","NO","NO","YES","35-39","COMPLETED",1,"Currently married/in union","None",0.82982310154931,37,"HINDU","1","Ever Married","0","2"
"59",100,19,"RURAL","PROVINCE NO. 2",2,"Province 2 Rural","Middle",0,2,"HINDU","Tarai/Madhesi Other Castes","YES","Basic (Gr 1-8)",0.822704695437415,"25-49","Male",36,"NO","NO","NO","NO","NO","NO","NO","YES","15-19","COMPLETED",NA,"Never married/in union","Basic (Gr 1-8)",0.82982310154931,15,"HINDU",NA,"Never Married","0","2"
"60",100,2,"RURAL","PROVINCE NO. 2",2,"Province 2 Rural","Richest",1,4,"HINDU","Tarai/Madhesi Other Castes","NO","Basic (Gr 1-8)",0.837308920800209,"25-49","Male",38,"NO","NO","NO","NO","NO","NO","NO","YES","25-29","COMPLETED",2,"Currently married/in union","None",0.844553689150777,27,"HINDU","2","Ever Married","1","4+"
"61",100,21,"RURAL","PROVINCE NO. 2",1,"Province 2 Rural","Richest",0,2,"HINDU","Brahman/Chhetri","NO","Basic (Gr 1-8)",0.822704695437415,"25-49","Male",39,"NO","NO","NO","NO","NO","NO","NO","YES","35-39","COMPLETED",1,"Currently married/in union","None",0.82982310154931,39,"HINDU","1","Ever Married","0","2"
"62",100,22,"RURAL","PROVINCE NO. 2",2,"Province 2 Rural","Fourth",0,1,"HINDU","Tarai/Madhesi Other Castes","NO","None",0.822704695437415,"25-49","Male",37,"NO","NO","NO","NO","NO","NO","NO","YES","35-39","COMPLETED",1,"Currently married/in union","None",0.82982310154931,37,"HINDU","1","Ever Married","0","1"
"63",100,22,"RURAL","PROVINCE NO. 2",2,"Province 2 Rural","Fourth",0,1,"HINDU","Tarai/Madhesi Other Castes","NO","None",0.822704695437415,"25-49","Male",37,"NO","NO","NO","NO","NO","NO","NO","YES","15-19","COMPLETED",NA,"Never married/in union","Basic (Gr 1-8)",0.82982310154931,19,"HINDU",NA,"Never Married","0","1"
"64",100,23,"RURAL","PROVINCE NO. 2",1,"Province 2 Rural","Fourth",0,2,"HINDU","Tarai/Madhesi Other Castes","NO","Basic (Gr 1-8)",0.822704695437415,"25-49","Male",45,"NO","NO","NO","NO","NO","NO","NO","YES","40-44","COMPLETED",1,"Currently married/in union","None",0.82982310154931,40,"HINDU","1","Ever Married","0","2"
"65",100,25,"RURAL","PROVINCE NO. 2",2,"Province 2 Rural","Middle",0,0,"HINDU","Tarai/Madhesi Other Castes","NO","None",0.822704695437415,"50+","Male",66,"NO","NO","NO","NO","NO","NO","NO","YES","15-19","COMPLETED",NA,"Currently married/in union","None",0.82982310154931,19,"HINDU",NA,"Ever Married","0","0"
"66",100,25,"RURAL","PROVINCE NO. 2",2,"Province 2 Rural","Middle",0,0,"HINDU","Tarai/Madhesi Other Castes","NO","None",0.822704695437415,"50+","Male",66,"NO","NO","NO","NO","NO","NO","NO","YES","20-24","COMPLETED",NA,"Never married/in union","Basic (Gr 1-8)",0.82982310154931,20,"HINDU",NA,"Never Married","0","0"
"67",100,3,"RURAL","PROVINCE NO. 2",1,"Province 2 Rural","Richest",2,1,"HINDU","Tarai/Madhesi Other Castes","YES","Basic (Gr 1-8)",0.837308920800209,"50+","Male",61,"NO","NO","NO","NO","NO","NO","NO","YES","20-24","COMPLETED",2,"Currently married/in union","Basic (Gr 1-8)",0.844553689150777,20,"HINDU","2","Ever Married","2","1"
"68",100,4,"RURAL","PROVINCE NO. 2",1,"Province 2 Rural","Richest",0,1,"HINDU","Tarai/Madhesi Other Castes","YES","Basic (Gr 1-8)",0.837308920800209,"50+","Male",63,"NO","NO","NO","YES","NO","NO","NO","YES","25-29","COMPLETED",0,"Currently married/in union","Secondary (Gr 9-12)",0.844553689150777,26,"HINDU","0","Ever Married","0","1"
"69",100,6,"RURAL","PROVINCE NO. 2",2,"Province 2 Rural","Richest",3,0,"HINDU","Tarai/Madhesi Other Castes","NO","Higher",0.837308920800209,"25-49","Male",49,"NO","NO","NO","NO","NO","NO","NO","YES","20-24","COMPLETED",2,"Currently married/in union","Basic (Gr 1-8)",0.844553689150777,23,"HINDU","2","Ever Married","3+","0"
"70",100,8,"RURAL","PROVINCE NO. 2",4,"Province 2 Rural","Fourth",1,2,"HINDU","Tarai/Madhesi Other Castes","NO","None",0.837308920800209,"50+","Male",68,"NO","NO","NO","NO","NO","NO","NO","YES","25-29","COMPLETED",1,"Currently married/in union","Basic (Gr 1-8)",0.844553689150777,27,"HINDU","1","Ever Married","1","2"
"71",100,8,"RURAL","PROVINCE NO. 2",4,"Province 2 Rural","Fourth",1,2,"HINDU","Tarai/Madhesi Other Castes","NO","None",0.837308920800209,"50+","Male",68,"NO","NO","NO","NO","NO","NO","NO","YES","20-24","COMPLETED",NA,"Currently married/in union","Secondary (Gr 9-12)",0.844553689150777,23,"HINDU",NA,"Ever Married","1","2"
"72",100,8,"RURAL","PROVINCE NO. 2",4,"Province 2 Rural","Fourth",1,2,"HINDU","Tarai/Madhesi Other Castes","NO","None",0.837308920800209,"50+","Male",68,"NO","NO","NO","NO","NO","NO","NO","YES","25-29","COMPLETED",NA,"Formerly married/in union","Basic (Gr 1-8)",0.844553689150777,25,"HINDU",NA,"Ever Married","1","2"
"73",100,8,"RURAL","PROVINCE NO. 2",4,"Province 2 Rural","Fourth",1,2,"HINDU","Tarai/Madhesi Other Castes","NO","None",0.837308920800209,"50+","Male",68,"NO","NO","NO","NO","NO","NO","NO","YES","15-19","COMPLETED",NA,"Never married/in union","Basic (Gr 1-8)",0.844553689150777,19,"HINDU",NA,"Never Married","1","2"
"74",100,9,"RURAL","PROVINCE NO. 2",2,"Province 2 Rural","Middle",0,3,"HINDU","Tarai/Madhesi Other Castes","YES","None",0.837308920800209,"25-49","Female",33,"NO","NO","NO","NO","NO","NO","NO","YES","30-34","COMPLETED",1,"Currently married/in union","None",0.844553689150777,33,"HINDU","1","Ever Married","0","3"
"75",100,9,"RURAL","PROVINCE NO. 2",2,"Province 2 Rural","Middle",0,3,"HINDU","Tarai/Madhesi Other Castes","YES","None",0.837308920800209,"25-49","Female",33,"NO","NO","NO","NO","NO","NO","NO","YES","15-19","COMPLETED",NA,"Never married/in union","Basic (Gr 1-8)",0.844553689150777,15,"HINDU",NA,"Never Married","0","3"
