"","HH1","HH2","HH6","HH7","HH49","stratum","windex5r","HH51","HH52","HC1A","EthnicityGroup","HC15","helevel1","hhweight","HHAGEx","HHSEX","HHAGE","UN16AA","UN16AB","UN16AC","UN16AD","UN16AE","UN16AF","UN16AG","UN16AH","WAGE","WM17","CM4","MSTATUS","welevel1","wmweight","WB4","HC1A_combined","CM4_grouped","MSTATUS_grouped","HH51_grouped","HH52_grouped"
"58",100,19,"RURAL","PROVINCE NO. 2",2,"Province 2 Rural","Middle",0,2,"HINDU","Tarai or Madhesi Other Castes","YES","Basic (Gr 1-8)",0.822704695437415,"25-49","Male",36,"NO","NO","NO","NO","NO","NO","NO","YES","35-39","COMPLETED",1,"Currently married/in union","None",0.82982310154931,37,"HINDU","1","Ever Married","0","2"
"59",100,19,"RURAL","PROVINCE NO. 2",2,"Province 2 Rural","Middle",0,2,"HINDU","Tarai or Madhesi Other Castes","YES","Basic (Gr 1-8)",0.822704695437415,"25-49","Male",36,"NO","NO","NO","NO","NO","NO","NO","YES","15-19","COMPLETED",NA,"Never married/in union","Basic (Gr 1-8)",0.82982310154931,15,"HINDU",NA,"Never Married","0","2"
"60",100,2,"RURAL","PROVINCE NO. 2",2,"Province 2 Rural","Richest",1,4,"HINDU","Tarai or Madhesi Other Castes","NO","Basic (Gr 1-8)",0.837308920800209,"25-49","Male",38,"NO","NO","NO","NO","NO","NO","NO","YES","25-29","COMPLETED",2,"Currently married/in union","None",0.844553689150777,27,"HINDU","2","Ever Married","1","more than 4"
"61",100,21,"RURAL","PROVINCE NO. 2",1,"Province 2 Rural","Richest",0,2,"HINDU","Brahman or Chhetri","NO","Basic (Gr 1-8)",0.822704695437415,"25-49","Male",39,"NO","NO","NO","NO","NO","NO","NO","YES","35-39","COMPLETED",1,"Currently married/in union","None",0.82982310154931,39,"HINDU","1","Ever Married","0","2"
"62",100,22,"RURAL","PROVINCE NO. 2",2,"Province 2 Rural","Fourth",0,1,"HINDU","Tarai or Madhesi Other Castes","NO","None",0.822704695437415,"25-49","Male",37,"NO","NO","NO","NO","NO","NO","NO","YES","15-19","COMPLETED",NA,"Never married/in union","Basic (Gr 1-8)",0.82982310154931,19,"HINDU",NA,"Never Married","0","1"
"63",100,22,"RURAL","PROVINCE NO. 2",2,"Province 2 Rural","Fourth",0,1,"HINDU","Tarai or Madhesi Other Castes","NO","None",0.822704695437415,"25-49","Male",37,"NO","NO","NO","NO","NO","NO","NO","YES","35-39","COMPLETED",1,"Currently married/in union","None",0.82982310154931,37,"HINDU","1","Ever Married","0","1"
"64",100,23,"RURAL","PROVINCE NO. 2",1,"Province 2 Rural","Fourth",0,2,"HINDU","Tarai or Madhesi Other Castes","NO","Basic (Gr 1-8)",0.822704695437415,"25-49","Male",45,"NO","NO","NO","NO","NO","NO","NO","YES","40-44","COMPLETED",1,"Currently married/in union","None",0.82982310154931,40,"HINDU","1","Ever Married","0","2"
"65",100,25,"RURAL","PROVINCE NO. 2",2,"Province 2 Rural","Middle",0,0,"HINDU","Tarai or Madhesi Other Castes","NO","None",0.822704695437415,"50 plus","Male",66,"NO","NO","NO","NO","NO","NO","NO","YES","15-19","COMPLETED",NA,"Currently married/in union","None",0.82982310154931,19,"HINDU",NA,"Ever Married","0","0"
"66",100,25,"RURAL","PROVINCE NO. 2",2,"Province 2 Rural","Middle",0,0,"HINDU","Tarai or Madhesi Other Castes","NO","None",0.822704695437415,"50 plus","Male",66,"NO","NO","NO","NO","NO","NO","NO","YES","20-24","COMPLETED",NA,"Never married/in union","Basic (Gr 1-8)",0.82982310154931,20,"HINDU",NA,"Never Married","0","0"
"67",100,3,"RURAL","PROVINCE NO. 2",1,"Province 2 Rural","Richest",2,1,"HINDU","Tarai or Madhesi Other Castes","YES","Basic (Gr 1-8)",0.837308920800209,"50 plus","Male",61,"NO","NO","NO","NO","NO","NO","NO","YES","20-24","COMPLETED",2,"Currently married/in union","Basic (Gr 1-8)",0.844553689150777,20,"HINDU","2","Ever Married","2","1"
"68",100,4,"RURAL","PROVINCE NO. 2",1,"Province 2 Rural","Richest",0,1,"HINDU","Tarai or Madhesi Other Castes","YES","Basic (Gr 1-8)",0.837308920800209,"50 plus","Male",63,"NO","NO","NO","YES","NO","NO","NO","YES","25-29","COMPLETED",0,"Currently married/in union","Secondary (Gr 9-12)",0.844553689150777,26,"HINDU","0","Ever Married","0","1"
"69",100,6,"RURAL","PROVINCE NO. 2",2,"Province 2 Rural","Richest",3,0,"HINDU","Tarai or Madhesi Other Castes","NO","Higher",0.837308920800209,"25-49","Male",49,"NO","NO","NO","NO","NO","NO","NO","YES","20-24","COMPLETED",2,"Currently married/in union","Basic (Gr 1-8)",0.844553689150777,23,"HINDU","2","Ever Married","more than 3","0"
"70",100,8,"RURAL","PROVINCE NO. 2",4,"Province 2 Rural","Fourth",1,2,"HINDU","Tarai or Madhesi Other Castes","NO","None",0.837308920800209,"50 plus","Male",68,"NO","NO","NO","NO","NO","NO","NO","YES","25-29","COMPLETED",NA,"Formerly married/in union","Basic (Gr 1-8)",0.844553689150777,25,"HINDU",NA,"Ever Married","1","2"
"71",100,8,"RURAL","PROVINCE NO. 2",4,"Province 2 Rural","Fourth",1,2,"HINDU","Tarai or Madhesi Other Castes","NO","None",0.837308920800209,"50 plus","Male",68,"NO","NO","NO","NO","NO","NO","NO","YES","15-19","COMPLETED",NA,"Never married/in union","Basic (Gr 1-8)",0.844553689150777,19,"HINDU",NA,"Never Married","1","2"
"72",100,8,"RURAL","PROVINCE NO. 2",4,"Province 2 Rural","Fourth",1,2,"HINDU","Tarai or Madhesi Other Castes","NO","None",0.837308920800209,"50 plus","Male",68,"NO","NO","NO","NO","NO","NO","NO","YES","25-29","COMPLETED",1,"Currently married/in union","Basic (Gr 1-8)",0.844553689150777,27,"HINDU","1","Ever Married","1","2"
"73",100,8,"RURAL","PROVINCE NO. 2",4,"Province 2 Rural","Fourth",1,2,"HINDU","Tarai or Madhesi Other Castes","NO","None",0.837308920800209,"50 plus","Male",68,"NO","NO","NO","NO","NO","NO","NO","YES","20-24","COMPLETED",NA,"Currently married/in union","Secondary (Gr 9-12)",0.844553689150777,23,"HINDU",NA,"Ever Married","1","2"
"74",100,9,"RURAL","PROVINCE NO. 2",2,"Province 2 Rural","Middle",0,3,"HINDU","Tarai or Madhesi Other Castes","YES","None",0.837308920800209,"25-49","Female",33,"NO","NO","NO","NO","NO","NO","NO","YES","30-34","COMPLETED",1,"Currently married/in union","None",0.844553689150777,33,"HINDU","1","Ever Married","0","3"
"75",100,9,"RURAL","PROVINCE NO. 2",2,"Province 2 Rural","Middle",0,3,"HINDU","Tarai or Madhesi Other Castes","YES","None",0.837308920800209,"25-49","Female",33,"NO","NO","NO","NO","NO","NO","NO","YES","15-19","COMPLETED",NA,"Never married/in union","Basic (Gr 1-8)",0.844553689150777,15,"HINDU",NA,"Never Married","0","3"
