"","HH1","HH2","HH6","HH7","HH51","HH52","HC1A","HC2","HC15","HHSEX","HHAGE","helevel1","hhweight","windex5r","PSU","stratum","UN16AA","UN16AB","UN16AC","UN16AD","UN16AE","UN16AF","UN16AG","UN16AH","WAGE","WM17","MSTATUS","welevel1","wmweight","CM4","Ethnicity","HH51_grouped","HH52_grouped","HHAGEx"
"20",1,6,"RURAL","PROVINCE NO. 1",2,1,"HINDU","Dalit Others","YES","Male",44,"Secondary (Gr 9-12)",0.503283785129447,"Second",1,"Province 1 Rural",0,0,0,0,0,0,0,1,"15-19","COMPLETED","Never Married","Secondary (Gr 9-12)",0.509258951956103,NA,"Dalits","2","1","40 to 44"
"21",1,7,"RURAL","PROVINCE NO. 1",2,1,"OTHER","Limbu","YES","Male",34,"Secondary (Gr 9-12)",0.503283785129447,"Poorest",1,"Province 1 Rural",0,0,0,0,0,0,0,1,"25-29","COMPLETED","Ever Married","Basic (Gr 1-8)",0.509258951956103,3,"Janajati","2","1","30 to 34"
"22",1,8,"RURAL","PROVINCE NO. 1",1,4,"OTHER","Limbu","YES","Male",39,"Secondary (Gr 9-12)",0.503283785129447,"Poorest",1,"Province 1 Rural",0,0,0,0,0,0,0,1,"35-39","COMPLETED","Ever Married","Secondary (Gr 9-12)",0.509258951956103,0,"Janajati","1","3 and more","35 to 39"
"23",1,9,"RURAL","PROVINCE NO. 1",1,4,"OTHER","Limbu","YES","Male",36,"Higher",0.503283785129447,"Second",1,"Province 1 Rural",0,0,0,0,0,0,0,1,"20-24","COMPLETED","Ever Married","Basic (Gr 1-8)",0.509258951956103,1,"Janajati","1","3 and more","35 to 39"
"24",10,1,"RURAL","PROVINCE NO. 1",0,2,"BUDDHIST","Tamang","YES","Male",34,"Secondary (Gr 9-12)",0.349353904039324,"Poorest",10,"Province 1 Rural",0,0,0,1,0,0,0,1,"25-29","COMPLETED","Ever Married","Basic (Gr 1-8)",0.353501559735487,1,"Janajati","0","2","30 to 34"
"25",10,10,"RURAL","PROVINCE NO. 1",1,2,"HINDU","Kami","YES","Male",80,"None",0.349353904039324,"Second",10,"Province 1 Rural",0,1,0,1,0,0,0,1,"25-29","COMPLETED","Ever Married","Secondary (Gr 9-12)",0.353501559735487,3,"Dalits","1","2","70 plus"
"26",10,11,"RURAL","PROVINCE NO. 1",1,1,"HINDU","Dalit Others","YES","Female",57,"None",0.349353904039324,"Poorest",10,"Province 1 Rural",0,0,0,0,0,0,0,1,"20-24","COMPLETED","Ever Married","Basic (Gr 1-8)",0.353501559735487,1,"Dalits","1","1","50 to 59"
"27",10,13,"RURAL","PROVINCE NO. 1",1,1,"HINDU","Kami","YES","Male",71,"None",0.349353904039324,"Poorest",10,"Province 1 Rural",0,1,0,1,0,0,0,1,"25-29","COMPLETED","Ever Married","Basic (Gr 1-8)",0.353501559735487,1,"Dalits","1","1","70 plus"
"28",10,16,"RURAL","PROVINCE NO. 1",0,1,"HINDU","Brahman - Hill","YES","Male",51,"Higher",1.11437425871803,"Poorest",10,"Province 1 Rural",0,0,0,1,0,0,0,1,"40-44","COMPLETED","Ever Married","Basic (Gr 1-8)",1.1276045123044,1,"Brahman or Chhetri","0","1","50 to 59"
"29",10,16,"RURAL","PROVINCE NO. 1",0,1,"HINDU","Brahman - Hill","YES","Male",51,"Higher",1.11437425871803,"Poorest",10,"Province 1 Rural",0,0,0,1,0,0,0,1,"15-19","COMPLETED","Never Married","Secondary (Gr 9-12)",1.1276045123044,NA,"Brahman or Chhetri","0","1","50 to 59"
"30",10,18,"RURAL","PROVINCE NO. 1",0,2,"HINDU","Brahman - Hill","YES","Male",47,"Secondary (Gr 9-12)",1.11437425871803,"Poorest",10,"Province 1 Rural",0,0,0,1,0,0,0,1,"20-24","COMPLETED","Never Married","Secondary (Gr 9-12)",1.1276045123044,NA,"Brahman or Chhetri","0","2","45 to 49"
"31",10,19,"RURAL","PROVINCE NO. 1",0,1,"HINDU","Brahman - Hill","YES","Male",50,"Secondary (Gr 9-12)",1.11437425871803,"Poorest",10,"Province 1 Rural",0,1,0,1,0,0,0,1,"45-49","COMPLETED","Ever Married","None",1.1276045123044,2,"Brahman or Chhetri","0","1","50 to 59"
"32",10,19,"RURAL","PROVINCE NO. 1",0,1,"HINDU","Brahman - Hill","YES","Male",50,"Secondary (Gr 9-12)",1.11437425871803,"Poorest",10,"Province 1 Rural",0,1,0,1,0,0,0,1,"20-24","COMPLETED","Ever Married","Secondary (Gr 9-12)",1.1276045123044,NA,"Brahman or Chhetri","0","1","50 to 59"
"33",10,19,"RURAL","PROVINCE NO. 1",0,1,"HINDU","Brahman - Hill","YES","Male",50,"Secondary (Gr 9-12)",1.11437425871803,"Poorest",10,"Province 1 Rural",0,1,0,1,0,0,0,1,"15-19","COMPLETED","Never Married","Secondary (Gr 9-12)",1.1276045123044,NA,"Brahman or Chhetri","0","1","50 to 59"
"34",10,2,"RURAL","PROVINCE NO. 1",1,1,"HINDU","Tamang","YES","Male",47,"Basic (Gr 1-8)",0.349353904039324,"Poorest",10,"Province 1 Rural",0,0,0,0,0,0,0,1,"45-49","COMPLETED","Ever Married","Basic (Gr 1-8)",0.353501559735487,1,"Janajati","1","1","45 to 49"
"35",10,2,"RURAL","PROVINCE NO. 1",1,1,"HINDU","Tamang","YES","Male",47,"Basic (Gr 1-8)",0.349353904039324,"Poorest",10,"Province 1 Rural",0,0,0,0,0,0,0,1,"15-19","COMPLETED","Ever Married","Secondary (Gr 9-12)",0.353501559735487,0,"Janajati","1","1","45 to 49"
"36",10,21,"RURAL","PROVINCE NO. 1",0,2,"HINDU","Chhetree","YES","Female",36,"Basic (Gr 1-8)",1.11437425871803,"Poorest",10,"Province 1 Rural",0,0,1,1,1,0,0,1,"35-39","COMPLETED","Ever Married","Basic (Gr 1-8)",1.1276045123044,1,"Brahman or Chhetri","0","2","35 to 39"
"37",10,23,"RURAL","PROVINCE NO. 1",0,4,"HINDU","Kami","YES","Male",35,"Basic (Gr 1-8)",1.11437425871803,"Poorest",10,"Province 1 Rural",0,0,0,1,0,0,0,1,"30-34","COMPLETED","Ever Married","None",1.1276045123044,3,"Dalits","0","3 and more","35 to 39"
"38",10,23,"RURAL","PROVINCE NO. 1",0,4,"HINDU","Kami","YES","Male",35,"Basic (Gr 1-8)",1.11437425871803,"Poorest",10,"Province 1 Rural",0,0,0,1,0,0,0,1,"15-19","COMPLETED","Never Married","Basic (Gr 1-8)",1.1276045123044,NA,"Dalits","0","3 and more","35 to 39"
"39",10,24,"RURAL","PROVINCE NO. 1",0,2,"HINDU","Dalit Others","YES","Female",32,"Basic (Gr 1-8)",1.11437425871803,"Poorest",10,"Province 1 Rural",0,1,0,1,1,0,0,1,"30-34","COMPLETED","Ever Married","Basic (Gr 1-8)",1.1276045123044,1,"Dalits","0","2","30 to 34"
"40",10,25,"RURAL","PROVINCE NO. 1",0,4,"HINDU","Dalit Others","YES","Female",33,"Basic (Gr 1-8)",1.11437425871803,"Poorest",10,"Province 1 Rural",0,0,0,0,0,0,0,1,"30-34","COMPLETED","Ever Married","Basic (Gr 1-8)",1.1276045123044,1,"Dalits","0","3 and more","30 to 34"
"41",10,3,"RURAL","PROVINCE NO. 1",1,0,"HINDU","Brahman - Hill","YES","Male",54,"None",0.349353904039324,"Second",10,"Province 1 Rural",0,1,0,1,0,0,1,1,"25-29","COMPLETED","Ever Married","Basic (Gr 1-8)",0.353501559735487,1,"Brahman or Chhetri","1","0","50 to 59"
"42",10,4,"RURAL","PROVINCE NO. 1",0,0,"HINDU","Brahman - Hill","YES","Male",64,"Basic (Gr 1-8)",0.349353904039324,"Second",10,"Province 1 Rural",0,0,0,1,0,0,0,1,"20-24","COMPLETED","Never Married","Secondary (Gr 9-12)",0.353501559735487,NA,"Brahman or Chhetri","0","0","60 to 69"
"43",10,4,"RURAL","PROVINCE NO. 1",0,0,"HINDU","Brahman - Hill","YES","Male",64,"Basic (Gr 1-8)",0.349353904039324,"Second",10,"Province 1 Rural",0,1,0,1,0,1,0,1,"40-44","COMPLETED","Ever Married","None",0.353501559735487,NA,"Brahman or Chhetri","0","0","60 to 69"
"44",10,5,"RURAL","PROVINCE NO. 1",1,0,"HINDU","Brahman - Hill","YES","Male",81,"Basic (Gr 1-8)",0.349353904039324,"Poorest",10,"Province 1 Rural",0,0,0,1,1,0,0,1,"25-29","COMPLETED","Ever Married","Secondary (Gr 9-12)",0.353501559735487,0,"Brahman or Chhetri","1","0","70 plus"
"45",10,6,"RURAL","PROVINCE NO. 1",1,0,"BUDDHIST","Tamang","YES","Male",55,"None",0.349353904039324,"Poorest",10,"Province 1 Rural",0,0,0,0,0,0,0,1,"20-24","COMPLETED","Ever Married","Secondary (Gr 9-12)",0.353501559735487,0,"Janajati","1","0","50 to 59"
"46",10,7,"RURAL","PROVINCE NO. 1",1,2,"HINDU","Brahman - Hill","YES","Male",37,"Secondary (Gr 9-12)",0.349353904039324,"Poorest",10,"Province 1 Rural",1,1,0,1,0,0,0,1,"35-39","COMPLETED","Ever Married","Secondary (Gr 9-12)",0.353501559735487,1,"Brahman or Chhetri","1","2","35 to 39"
"47",10,9,"RURAL","PROVINCE NO. 1",0,4,"HINDU","Kami","YES","Male",59,"Basic (Gr 1-8)",0.349353904039324,"Poorest",10,"Province 1 Rural",0,0,0,1,0,0,0,1,"25-29","COMPLETED","Ever Married","None",0.353501559735487,3,"Dalits","0","3 and more","50 to 59"
"48",100,10,"RURAL","PROVINCE NO. 2",1,0,"HINDU","Dhanuk","NO","Male",50,"None",0.837308920800209,"Middle",100,"Province 2 Rural",0,0,0,0,0,0,0,1,"20-24","COMPLETED","Ever Married","None",0.844553689150777,1,"Janajati","1","0","50 to 59"
"49",100,11,"RURAL","PROVINCE NO. 2",1,1,"HINDU","Dhanuk","NO","Male",62,"None",0.837308920800209,"Fourth",100,"Province 2 Rural",0,0,0,0,0,0,0,1,"15-19","COMPLETED","Ever Married","Basic (Gr 1-8)",0.844553689150777,0,"Janajati","1","1","60 to 69"
"50",100,12,"RURAL","PROVINCE NO. 2",2,1,"HINDU","Kahar","NO","Male",49,"Basic (Gr 1-8)",0.837308920800209,"Fourth",100,"Province 2 Rural",0,0,0,0,0,0,0,1,"45-49","COMPLETED","Ever Married","None",0.844553689150777,1,"Tarai or Madhesi Other Castes","2","1","45 to 49"
"51",100,12,"RURAL","PROVINCE NO. 2",2,1,"HINDU","Kahar","NO","Male",49,"Basic (Gr 1-8)",0.837308920800209,"Fourth",100,"Province 2 Rural",0,0,0,0,0,0,0,1,"20-24","COMPLETED","Never Married","Secondary (Gr 9-12)",0.844553689150777,NA,"Tarai or Madhesi Other Castes","2","1","45 to 49"
"52",100,13,"RURAL","PROVINCE NO. 2",1,5,"HINDU","Dhanuk","NO","Male",69,"None",0.837308920800209,"Fourth",100,"Province 2 Rural",0,0,0,0,0,0,0,1,"40-44","COMPLETED","Ever Married","None",0.844553689150777,6,"Janajati","1","3 and more","60 to 69"
"53",100,13,"RURAL","PROVINCE NO. 2",1,5,"HINDU","Dhanuk","NO","Male",69,"None",0.837308920800209,"Fourth",100,"Province 2 Rural",0,0,0,0,0,0,0,1,"15-19","COMPLETED","Never Married","Basic (Gr 1-8)",0.844553689150777,NA,"Janajati","1","3 and more","60 to 69"
"54",100,13,"RURAL","PROVINCE NO. 2",1,5,"HINDU","Dhanuk","NO","Male",69,"None",0.837308920800209,"Fourth",100,"Province 2 Rural",0,0,0,0,0,0,0,1,"15-19","COMPLETED","Never Married","Basic (Gr 1-8)",0.844553689150777,NA,"Janajati","1","3 and more","60 to 69"
"55",100,14,"RURAL","PROVINCE NO. 2",2,0,"HINDU","Dhanuk","NO","Male",54,"None",0.822704695437415,"Middle",100,"Province 2 Rural",0,0,0,0,0,0,0,1,"20-24","COMPLETED","Ever Married","Basic (Gr 1-8)",0.82982310154931,1,"Janajati","2","0","50 to 59"
"56",100,15,"RURAL","PROVINCE NO. 2",1,0,"HINDU","Kalwar","YES","Male",66,"Basic (Gr 1-8)",0.822704695437415,"Richest",100,"Province 2 Rural",0,0,0,1,0,0,0,1,"25-29","COMPLETED","Ever Married","Secondary (Gr 9-12)",0.82982310154931,0,"Tarai or Madhesi Other Castes","1","0","60 to 69"
"57",100,16,"RURAL","PROVINCE NO. 2",0,2,"HINDU","Kalwar","YES","Male",36,"Basic (Gr 1-8)",0.822704695437415,"Richest",100,"Province 2 Rural",0,0,0,1,0,0,0,1,"30-34","COMPLETED","Ever Married","None",0.82982310154931,1,"Tarai or Madhesi Other Castes","0","2","35 to 39"
"58",100,19,"RURAL","PROVINCE NO. 2",0,2,"HINDU","Teli","YES","Male",36,"Basic (Gr 1-8)",0.822704695437415,"Middle",100,"Province 2 Rural",0,0,0,0,0,0,0,1,"35-39","COMPLETED","Ever Married","None",0.82982310154931,1,"Tarai or Madhesi Other Castes","0","2","35 to 39"
"59",100,19,"RURAL","PROVINCE NO. 2",0,2,"HINDU","Teli","YES","Male",36,"Basic (Gr 1-8)",0.822704695437415,"Middle",100,"Province 2 Rural",0,0,0,0,0,0,0,1,"15-19","COMPLETED","Never Married","Basic (Gr 1-8)",0.82982310154931,NA,"Tarai or Madhesi Other Castes","0","2","35 to 39"
"60",100,2,"RURAL","PROVINCE NO. 2",1,4,"HINDU","Teli","NO","Male",38,"Basic (Gr 1-8)",0.837308920800209,"Richest",100,"Province 2 Rural",0,0,0,0,0,0,0,1,"25-29","COMPLETED","Ever Married","None",0.844553689150777,2,"Tarai or Madhesi Other Castes","1","3 and more","35 to 39"
"61",100,21,"RURAL","PROVINCE NO. 2",0,2,"HINDU","Rajput","NO","Male",39,"Basic (Gr 1-8)",0.822704695437415,"Richest",100,"Province 2 Rural",0,0,0,0,0,0,0,1,"35-39","COMPLETED","Ever Married","None",0.82982310154931,1,"Brahman or Chhetri","0","2","35 to 39"
"62",100,22,"RURAL","PROVINCE NO. 2",0,1,"HINDU","Dhanuk","NO","Male",37,"None",0.822704695437415,"Fourth",100,"Province 2 Rural",0,0,0,0,0,0,0,1,"35-39","COMPLETED","Ever Married","None",0.82982310154931,1,"Janajati","0","1","35 to 39"
"63",100,22,"RURAL","PROVINCE NO. 2",0,1,"HINDU","Dhanuk","NO","Male",37,"None",0.822704695437415,"Fourth",100,"Province 2 Rural",0,0,0,0,0,0,0,1,"15-19","COMPLETED","Never Married","Basic (Gr 1-8)",0.82982310154931,NA,"Janajati","0","1","35 to 39"
"64",100,23,"RURAL","PROVINCE NO. 2",0,2,"HINDU","Dhanuk","NO","Male",45,"Basic (Gr 1-8)",0.822704695437415,"Fourth",100,"Province 2 Rural",0,0,0,0,0,0,0,1,"40-44","COMPLETED","Ever Married","None",0.82982310154931,1,"Janajati","0","2","45 to 49"
"65",100,25,"RURAL","PROVINCE NO. 2",0,0,"HINDU","Dhanuk","NO","Male",66,"None",0.822704695437415,"Middle",100,"Province 2 Rural",0,0,0,0,0,0,0,1,"15-19","COMPLETED","Ever Married","None",0.82982310154931,NA,"Janajati","0","0","60 to 69"
"66",100,25,"RURAL","PROVINCE NO. 2",0,0,"HINDU","Dhanuk","NO","Male",66,"None",0.822704695437415,"Middle",100,"Province 2 Rural",0,0,0,0,0,0,0,1,"20-24","COMPLETED","Never Married","Basic (Gr 1-8)",0.82982310154931,NA,"Janajati","0","0","60 to 69"
"67",100,3,"RURAL","PROVINCE NO. 2",2,1,"HINDU","Teli","YES","Male",61,"Basic (Gr 1-8)",0.837308920800209,"Richest",100,"Province 2 Rural",0,0,0,0,0,0,0,1,"20-24","COMPLETED","Ever Married","Basic (Gr 1-8)",0.844553689150777,2,"Tarai or Madhesi Other Castes","2","1","60 to 69"
"68",100,4,"RURAL","PROVINCE NO. 2",0,1,"HINDU","Teli","YES","Male",63,"Basic (Gr 1-8)",0.837308920800209,"Richest",100,"Province 2 Rural",0,0,0,1,0,0,0,1,"25-29","COMPLETED","Ever Married","Secondary (Gr 9-12)",0.844553689150777,0,"Tarai or Madhesi Other Castes","0","1","60 to 69"
"69",100,6,"RURAL","PROVINCE NO. 2",3,0,"HINDU","Teli","NO","Male",49,"Higher",0.837308920800209,"Richest",100,"Province 2 Rural",0,0,0,0,0,0,0,1,"20-24","COMPLETED","Ever Married","Basic (Gr 1-8)",0.844553689150777,2,"Tarai or Madhesi Other Castes","3 and more","0","45 to 49"
"70",100,8,"RURAL","PROVINCE NO. 2",1,2,"HINDU","Dhanuk","NO","Male",68,"None",0.837308920800209,"Fourth",100,"Province 2 Rural",0,0,0,0,0,0,0,1,"25-29","COMPLETED","Ever Married","Basic (Gr 1-8)",0.844553689150777,1,"Janajati","1","2","60 to 69"
"71",100,8,"RURAL","PROVINCE NO. 2",1,2,"HINDU","Dhanuk","NO","Male",68,"None",0.837308920800209,"Fourth",100,"Province 2 Rural",0,0,0,0,0,0,0,1,"20-24","COMPLETED","Ever Married","Secondary (Gr 9-12)",0.844553689150777,NA,"Janajati","1","2","60 to 69"
"72",100,8,"RURAL","PROVINCE NO. 2",1,2,"HINDU","Dhanuk","NO","Male",68,"None",0.837308920800209,"Fourth",100,"Province 2 Rural",0,0,0,0,0,0,0,1,"25-29","COMPLETED","Ever Married","Basic (Gr 1-8)",0.844553689150777,NA,"Janajati","1","2","60 to 69"
"73",100,8,"RURAL","PROVINCE NO. 2",1,2,"HINDU","Dhanuk","NO","Male",68,"None",0.837308920800209,"Fourth",100,"Province 2 Rural",0,0,0,0,0,0,0,1,"15-19","COMPLETED","Never Married","Basic (Gr 1-8)",0.844553689150777,NA,"Janajati","1","2","60 to 69"
"74",100,9,"RURAL","PROVINCE NO. 2",0,3,"HINDU","Dhanuk","YES","Female",33,"None",0.837308920800209,"Middle",100,"Province 2 Rural",0,0,0,0,0,0,0,1,"30-34","COMPLETED","Ever Married","None",0.844553689150777,1,"Janajati","0","3 and more","30 to 34"
"75",100,9,"RURAL","PROVINCE NO. 2",0,3,"HINDU","Dhanuk","YES","Female",33,"None",0.837308920800209,"Middle",100,"Province 2 Rural",0,0,0,0,0,0,0,1,"15-19","COMPLETED","Never Married","Basic (Gr 1-8)",0.844553689150777,NA,"Janajati","0","3 and more","30 to 34"
"76",101,1,"RURAL","PROVINCE NO. 2",1,5,"HINDU","Yadav","YES","Male",40,"None",0.727263626323374,"Middle",101,"Province 2 Rural",0,0,0,0,0,0,0,1,"30-34","COMPLETED","Ever Married","None",0.733556233951955,3,"Tarai or Madhesi Other Castes","1","3 and more","40 to 44"
"77",101,1,"RURAL","PROVINCE NO. 2",1,5,"HINDU","Yadav","YES","Male",40,"None",0.727263626323374,"Middle",101,"Province 2 Rural",0,0,0,0,0,0,0,1,"20-24","COMPLETED","Ever Married","Secondary (Gr 9-12)",0.733556233951955,1,"Tarai or Madhesi Other Castes","1","3 and more","40 to 44"
"78",101,10,"RURAL","PROVINCE NO. 2",1,2,"HINDU","Yadav","YES","Male",59,"None",0.727263626323374,"Fourth",101,"Province 2 Rural",0,0,0,0,0,0,0,1,"25-29","COMPLETED","Ever Married","None",0.733556233951955,1,"Tarai or Madhesi Other Castes","1","2","50 to 59"
"79",101,12,"RURAL","PROVINCE NO. 2",1,3,"HINDU","Rajput","NO","Male",52,"None",0.727263626323374,"Fourth",101,"Province 2 Rural",0,0,0,0,0,0,0,1,"15-19","COMPLETED","Never Married","Secondary (Gr 9-12)",0.733556233951955,NA,"Brahman or Chhetri","1","3 and more","50 to 59"
"80",101,13,"RURAL","PROVINCE NO. 2",1,1,"HINDU","Yadav","YES","Male",46,"Basic (Gr 1-8)",0.727263626323374,"Richest",101,"Province 2 Rural",0,0,0,0,0,0,0,1,"25-29","COMPLETED","Ever Married","None",0.733556233951955,1,"Tarai or Madhesi Other Castes","1","1","45 to 49"
"81",101,15,"RURAL","PROVINCE NO. 2",0,0,"HINDU","Yadav","NO","Male",48,"Secondary (Gr 9-12)",0.908052324392461,"Fourth",101,"Province 2 Rural",0,0,0,0,0,0,0,1,"40-44","COMPLETED","Ever Married","None",0.915909196064305,0,"Tarai or Madhesi Other Castes","0","0","45 to 49"
"82",101,17,"RURAL","PROVINCE NO. 2",1,0,"HINDU","Dusadh/Pasawan/Pasi","NO","Male",26,"None",0.908052324392461,"Middle",101,"Province 2 Rural",0,0,0,0,0,0,0,1,"25-29","COMPLETED","Ever Married","None",0.915909196064305,0,"Dalits","1","0","25 to 29"
"83",101,19,"RURAL","PROVINCE NO. 2",0,4,"HINDU","Yadav","YES","Male",63,"None",0.908052324392461,"Middle",101,"Province 2 Rural",0,0,0,0,0,0,0,1,"15-19","COMPLETED","Never Married","Secondary (Gr 9-12)",0.915909196064305,NA,"Tarai or Madhesi Other Castes","0","3 and more","60 to 69"
"84",101,2,"RURAL","PROVINCE NO. 2",1,0,"HINDU","Yadav","NO","Male",33,"Basic (Gr 1-8)",0.727263626323374,"Second",101,"Province 2 Rural",0,0,0,0,0,0,0,1,"20-24","COMPLETED","Ever Married","None",0.733556233951955,1,"Tarai or Madhesi Other Castes","1","0","30 to 34"
"85",101,20,"RURAL","PROVINCE NO. 2",0,2,"HINDU","Yadav","YES","Male",66,"None",0.908052324392461,"Fourth",101,"Province 2 Rural",0,0,0,0,0,0,0,1,"30-34","COMPLETED","Ever Married","None",0.915909196064305,0,"Tarai or Madhesi Other Castes","0","2","60 to 69"
