"","HH1","HH2","HH6","HH7","SL1","stratum","HC1A","HC1C","HC11","HHSEX","helevel","hhweight","windex5r","PSU","UN13AA","UN13AB","UN13AC","UN13AD","UN13AE","UN13AF","UN13AG","WAGE","WM7","MSTATUS","welevel","wmweight","CM5B","Ethnicity","SL1_group"
"15",1,18,"Rural","Eastern Mountain",5,1,"Kirat","Rai","Yes","Male","None",0.249991636454378,"Poorest",1,0,0,0,0,0,0,1,"30-34","Completed","Ever Married","Primary",0.239359574962848,2,"Janajati","4 or more"
"16",1,18,"Rural","Eastern Mountain",5,1,"Kirat","Rai","Yes","Male","None",0.249991636454378,"Poorest",1,0,0,0,0,0,0,0,"15-19","Completed","Never Married","Secondary",0.239359574962848,NA,"Janajati","4 or more"
"17",1,19,"Rural","Eastern Mountain",1,1,"Kirat","Rai","Yes","Male","None",0.249991636454378,"Second",1,0,0,0,0,0,0,0,"40-44","Completed","Ever Married","None",0.239359574962848,1,"Janajati","1"
"18",1,2,"Rural","Eastern Mountain",3,1,"Kirat","Rai","Yes","Male","None",0.249991636454378,"Poorest",1,0,1,0,1,1,0,0,"30-34","Completed","Ever Married","Primary",0.239359574962848,1,"Janajati","3"
"19",1,20,"Rural","Eastern Mountain",1,1,"Kirat","Rai","Yes","Male","Primary",0.249991636454378,"Second",1,0,0,0,0,0,0,0,"40-44","Completed","Ever Married","None",0.239359574962848,1,"Janajati","1"
"20",1,20,"Rural","Eastern Mountain",1,1,"Kirat","Rai","Yes","Male","Primary",0.249991636454378,"Second",1,0,0,0,0,0,0,1,"25-29","Completed","Ever Married","Primary",0.239359574962848,NA,"Janajati","1"
"21",1,21,"Rural","Eastern Mountain",3,1,"Hindu","Rai","Yes","Male","Primary",0.249991636454378,"Poorest",1,0,0,0,0,0,0,0,"40-44","Completed","Ever Married","None",0.239359574962848,1,"Janajati","3"
"22",1,22,"Rural","Eastern Mountain",3,1,"Kirat","Rai","Yes","Male","Primary",0.249991636454378,"Poorest",1,0,0,0,0,0,0,0,"35-39","Completed","Ever Married","None",0.239359574962848,3,"Janajati","3"
"23",1,23,"Rural","Eastern Mountain",3,1,"Kirat","Rai","Yes","Male","Primary",0.249991636454378,"Poorest",1,0,0,0,0,0,0,1,"40-44","Completed","Ever Married","None",0.239359574962848,2,"Janajati","3"
"24",1,23,"Rural","Eastern Mountain",3,1,"Kirat","Rai","Yes","Male","Primary",0.249991636454378,"Poorest",1,0,0,0,0,0,0,1,"15-19","Completed","Never Married","Secondary",0.239359574962848,NA,"Janajati","3"
"25",1,3,"Rural","Eastern Mountain",3,1,"Hindu","Rai","Yes","Male","Primary",0.249991636454378,"Poorest",1,0,1,0,0,0,0,1,"20-24","Completed","Ever Married","Primary",0.239359574962848,0,"Janajati","3"
"26",1,3,"Rural","Eastern Mountain",3,1,"Hindu","Rai","Yes","Male","Primary",0.249991636454378,"Poorest",1,0,1,0,0,0,0,1,"20-24","Completed","Never Married","Secondary",0.239359574962848,NA,"Janajati","3"
"27",1,3,"Rural","Eastern Mountain",3,1,"Hindu","Rai","Yes","Male","Primary",0.249991636454378,"Poorest",1,0,1,0,0,0,0,1,"15-19","Completed","Never Married","Secondary",0.239359574962848,NA,"Janajati","3"
"28",1,3,"Rural","Eastern Mountain",3,1,"Hindu","Rai","Yes","Male","Primary",0.249991636454378,"Poorest",1,0,1,0,0,0,0,1,"15-19","Completed","Never Married","Secondary",0.239359574962848,NA,"Janajati","3"
"29",1,5,"Rural","Eastern Mountain",2,1,"Hindu","Rai","Yes","Male","Primary",0.249991636454378,"Second",1,0,0,0,0,0,0,0,"20-24","Completed","Ever Married","Secondary",0.239359574962848,0,"Janajati","2"
"30",1,6,"Rural","Eastern Mountain",0,1,"OTHER","Chamar/Harijan/Ram","Yes","Male","Primary",0.249991636454378,"Second",1,0,0,0,0,0,0,1,"15-19","Completed","Ever Married","Secondary",0.239359574962848,1,"Dalits","0"
"31",1,7,"Rural","Eastern Mountain",2,1,"Kirat","Rai","Yes","Male","Secondary",0.249991636454378,"Second",1,0,1,0,1,1,0,0,"35-39","Completed","Ever Married","Primary",0.239359574962848,1,"Janajati","2"
"32",1,7,"Rural","Eastern Mountain",2,1,"Kirat","Rai","Yes","Male","Secondary",0.249991636454378,"Second",1,0,1,0,1,1,0,0,"15-19","Completed","Never Married","Secondary",0.239359574962848,NA,"Janajati","2"
"33",1,8,"Rural","Eastern Mountain",0,1,"Kirat","Rai","Yes","Male","Higher",0.249991636454378,"Second",1,0,0,0,0,0,0,0,"35-39","Completed","Ever Married","Higher",0.239359574962848,NA,"Janajati","0"
"34",10,1,"Rural","Eastern Mountain",1,1,"Hindu","Rai","Yes","Male","None",0.208796272803061,"Middle",10,0,0,0,0,0,0,0,"15-19","Completed","Ever Married","Secondary",0.199916236482128,0,"Janajati","1"
"35",10,10,"Rural","Eastern Mountain",2,1,"Kirat","Limbu","Yes","Male","Higher",0.208796272803061,"Second",10,0,0,0,0,0,0,1,"25-29","Completed","Ever Married","Secondary",0.199916236482128,1,"Janajati","2"
"36",10,14,"Rural","Eastern Mountain",1,1,"Buddhist","Gurung","Yes","Female","None",0.208796272803061,"Second",10,0,0,0,0,0,0,0,"35-39","Completed","Never Married","None",0.199916236482128,NA,"Janajati","1"
"37",10,14,"Rural","Eastern Mountain",1,1,"Buddhist","Gurung","Yes","Female","None",0.208796272803061,"Second",10,0,0,0,0,0,0,0,"20-24","Completed","Ever Married","Secondary",0.199916236482128,0,"Janajati","1"
"38",10,15,"Rural","Eastern Mountain",3,1,"Hindu","Limbu","Yes","Male","None",0.208796272803061,"Poorest",10,0,0,0,0,0,0,0,"40-44","Completed","Ever Married","None",0.199916236482128,0,"Janajati","3"
"39",10,16,"Rural","Eastern Mountain",0,1,"Buddhist","Gurung","Yes","Female","Secondary",0.208796272803061,"Second",10,0,0,0,0,0,0,0,"30-34","Completed","Never Married","Secondary",0.199916236482128,NA,"Janajati","0"
"40",10,17,"Rural","Eastern Mountain",0,1,"Buddhist","Gurung","Yes","Male","Secondary",0.208796272803061,"Second",10,0,0,0,0,0,0,0,"40-44","Completed","Never Married","None",0.199916236482128,NA,"Janajati","0"
"41",10,17,"Rural","Eastern Mountain",0,1,"Buddhist","Gurung","Yes","Male","Secondary",0.208796272803061,"Second",10,0,0,0,0,0,0,0,"35-39","Completed","Never Married","None",0.199916236482128,NA,"Janajati","0"
"42",10,2,"Rural","Eastern Mountain",1,1,"Buddhist","Sherpa","Yes","Male","Primary",0.208796272803061,"Second",10,0,0,0,0,0,0,0,"20-24","Completed","Never Married","Primary",0.199916236482128,NA,"Janajati","1"
"43",10,21,"Rural","Eastern Mountain",2,1,"Buddhist","Gurung","Yes","Male","Higher",0.208796272803061,"Middle",10,0,0,0,0,0,0,1,"35-39","Completed","Ever Married","Secondary",0.199916236482128,1,"Janajati","2"
"44",10,23,"Rural","Eastern Mountain",0,1,"Buddhist","Gurung","Yes","Male","Higher",0.208796272803061,"Second",10,0,0,0,0,0,0,0,"45-49","Completed","Never Married","Primary",0.199916236482128,NA,"Janajati","0"
"45",10,24,"Rural","Eastern Mountain",1,1,"Kirat","Rai","Yes","Male","None",0.208796272803061,"Second",10,0,0,0,0,0,0,0,"25-29","Completed","Ever Married","None",0.199916236482128,0,"Janajati","1"
"46",10,3,"Rural","Eastern Mountain",3,1,"Kirat","Limbu","Yes","Male","Primary",0.208796272803061,"Poorest",10,0,0,0,0,0,0,0,"15-19","Completed","Never Married","Primary",0.199916236482128,NA,"Janajati","3"
"47",10,4,"Rural","Eastern Mountain",2,1,"Kirat","Limbu","Yes","Male","Primary",0.208796272803061,"Second",10,0,0,0,0,0,0,0,"45-49","Completed","Ever Married","None",0.199916236482128,1,"Janajati","2"
"48",10,5,"Rural","Eastern Mountain",2,1,"Kirat","Limbu","Yes","Male","None",0.208796272803061,"Second",10,0,0,0,0,0,0,0,"15-19","Completed","Ever Married","Secondary",0.199916236482128,NA,"Janajati","2"
"49",10,7,"Rural","Eastern Mountain",0,1,"Kirat","Limbu","No","Male","Secondary",0.208796272803061,"Second",10,0,0,0,0,0,0,0,"20-24","Completed","Ever Married","Higher",0.199916236482128,NA,"Janajati","0"
"50",10,8,"Rural","Eastern Mountain",2,1,"Kirat","Limbu","Yes","Male","Higher",0.208796272803061,"Poorest",10,0,0,0,0,0,0,0,"30-34","Completed","Ever Married","Secondary",0.199916236482128,2,"Janajati","2"
"51",10,9,"Rural","Eastern Mountain",2,1,"Hindu","Limbu","Yes","Male","None",0.208796272803061,"Second",10,0,0,0,0,0,0,0,"20-24","Completed","Ever Married","Secondary",0.199916236482128,1,"Janajati","2"
"52",100,1,"Rural","Eastern Terai",5,5,"Hindu","Koiri/Kushwaha","Yes","Male","Secondary",2.10364622762279,"Middle",100,0,0,0,0,0,0,1,"35-39","Completed","Ever Married","None",2.0891817834709,4,"Tarai or Madhesi Other Castes","4 or more"
"53",100,11,"Rural","Eastern Terai",3,5,"Hindu","Kewat","No","Female","None",2.10364622762279,"Middle",100,0,0,0,0,0,0,1,"30-34","Completed","Ever Married","None",2.0891817834709,2,"Tarai or Madhesi Other Castes","3"
"54",100,12,"Rural","Eastern Terai",3,5,"Hindu","Kewat","Yes","Female","None",2.10364622762279,"Middle",100,0,0,0,0,0,0,1,"40-44","Completed","Ever Married","None",2.0891817834709,0,"Tarai or Madhesi Other Castes","3"
"55",100,13,"Rural","Eastern Terai",3,5,"Hindu","Kewat","Yes","Male","None",2.10364622762279,"Second",100,0,0,0,0,0,0,1,"30-34","Completed","Ever Married","None",2.0891817834709,1,"Tarai or Madhesi Other Castes","3"
"56",100,14,"Rural","Eastern Terai",2,5,"Hindu","Teli","Yes","Female","Higher",2.10364622762279,"Fourth",100,0,0,0,0,0,0,1,"30-34","Completed","Ever Married","Higher",2.0891817834709,0,"Tarai or Madhesi Other Castes","2"
"57",100,15,"Rural","Eastern Terai",2,5,"Hindu","Kewat","Yes","Female","Higher",2.10364622762279,"Fourth",100,0,0,0,0,0,0,1,"35-39","Completed","Ever Married","Higher",2.0891817834709,1,"Tarai or Madhesi Other Castes","2"
"58",100,16,"Rural","Eastern Terai",3,5,"Hindu","Teli","Yes","Male","Higher",2.10364622762279,"Richest",100,0,0,0,0,0,0,1,"30-34","Completed","Ever Married","None",2.0891817834709,1,"Tarai or Madhesi Other Castes","3"
"59",100,17,"Rural","Eastern Terai",3,5,"Hindu","Kewat","Yes","Female","None",2.10364622762279,"Fourth",100,0,0,0,0,0,0,1,"25-29","Completed","Ever Married","None",2.0891817834709,2,"Tarai or Madhesi Other Castes","3"
"60",100,18,"Rural","Eastern Terai",2,5,"Hindu","Dusadh/Pasawan/Pasi","Yes","Female","None",2.10364622762279,"Middle",100,0,0,0,0,0,0,1,"40-44","Completed","Ever Married","None",2.0891817834709,1,"Dalits","2"
"61",100,19,"Rural","Eastern Terai",2,5,"Hindu","Dusadh/Pasawan/Pasi","No","Female","None",2.10364622762279,"Second",100,0,0,0,0,1,0,1,"35-39","Completed","Ever Married","None",2.0891817834709,0,"Dalits","2"
"62",100,2,"Rural","Eastern Terai",2,5,"Hindu","Koiri/Kushwaha","Yes","Male","Higher",2.10364622762279,"Fourth",100,0,0,0,0,0,0,1,"30-34","Completed","Ever Married","Secondary",2.0891817834709,0,"Tarai or Madhesi Other Castes","2"
"63",100,20,"Rural","Eastern Terai",4,5,"Hindu","Kewat","Yes","Female","None",2.10364622762279,"Fourth",100,0,0,0,0,0,0,0,"25-29","Completed","Ever Married","None",2.0891817834709,3,"Tarai or Madhesi Other Castes","4 or more"
"64",100,21,"Rural","Eastern Terai",4,5,"Hindu","Janajati Others","Yes","Male","Primary",2.10364622762279,"Richest",100,0,0,0,0,0,0,0,"30-34","Completed","Ever Married","Secondary",2.0891817834709,2,"Janajati","4 or more"
"65",100,21,"Rural","Eastern Terai",4,5,"Hindu","Janajati Others","Yes","Male","Primary",2.10364622762279,"Richest",100,0,0,0,0,0,0,0,"15-19","Completed","Ever Married","Higher",2.0891817834709,NA,"Janajati","4 or more"
"66",100,22,"Rural","Eastern Terai",2,5,"Hindu","Kewat","Yes","Male","Primary",2.10364622762279,"Richest",100,0,0,0,0,0,0,1,"20-24","Completed","Ever Married","None",2.0891817834709,1,"Tarai or Madhesi Other Castes","2"
"67",100,23,"Rural","Eastern Terai",2,5,"Hindu","Danuwar","No","Female","Primary",2.10364622762279,"Fourth",100,0,0,0,0,0,0,0,"25-29","Completed","Ever Married","Primary",2.0891817834709,0,"Other","2"
"68",100,24,"Rural","Eastern Terai",0,5,"Hindu","Koiri/Kushwaha","Yes","Male","Secondary",2.10364622762279,"Richest",100,0,0,0,0,0,0,0,"20-24","Completed","Ever Married","Higher",2.0891817834709,0,"Tarai or Madhesi Other Castes","0"
"69",100,25,"Rural","Eastern Terai",1,5,"Hindu","Koiri/Kushwaha","Yes","Male","Higher",2.10364622762279,"Fourth",100,0,0,0,0,0,0,0,"15-19","Completed","Never Married","Higher",2.0891817834709,NA,"Tarai or Madhesi Other Castes","1"
"70",100,3,"Rural","Eastern Terai",2,5,"Hindu","Koiri/Kushwaha","Yes","Female","None",2.10364622762279,"Middle",100,0,0,0,0,0,0,1,"25-29","Completed","Ever Married","None",2.0891817834709,1,"Tarai or Madhesi Other Castes","2"
"71",100,4,"Rural","Eastern Terai",2,5,"Hindu","Dhankar/Kharikar","Yes","Male","Higher",2.10364622762279,"Richest",100,0,0,0,0,0,0,1,"40-44","Completed","Ever Married","Higher",2.0891817834709,1,"Tarai or Madhesi Other Castes","2"
"72",100,5,"Rural","Eastern Terai",2,5,"Hindu","Koiri/Kushwaha","Yes","Male","Higher",2.10364622762279,"Fourth",100,0,0,0,0,0,0,1,"25-29","Completed","Ever Married","Secondary",2.0891817834709,2,"Tarai or Madhesi Other Castes","2"
"73",100,7,"Rural","Eastern Terai",3,5,"Hindu","Danuwar","Yes","Male","Higher",2.10364622762279,"Fourth",100,0,0,0,0,0,0,1,"35-39","Completed","Ever Married","None",2.0891817834709,3,"Other","3"
"74",100,7,"Rural","Eastern Terai",3,5,"Hindu","Danuwar","Yes","Male","Higher",2.10364622762279,"Fourth",100,0,0,0,0,0,0,1,"20-24","Completed","Never Married","Secondary",2.0891817834709,NA,"Other","3"
"75",100,8,"Rural","Eastern Terai",4,5,"Hindu","Kewat","Yes","Female","None",2.10364622762279,"Second",100,0,0,0,0,0,0,1,"15-19","Completed","Never Married","Secondary",2.0891817834709,NA,"Tarai or Madhesi Other Castes","4 or more"
"76",100,9,"Rural","Eastern Terai",2,5,"Hindu","Kewat","No","Female","Secondary",2.10364622762279,"Middle",100,0,0,0,0,0,0,1,"25-29","Completed","Ever Married","Secondary",2.0891817834709,0,"Tarai or Madhesi Other Castes","2"
"77",101,1,"Rural","Eastern Terai",2,5,"Hindu","Koiri/Kushwaha","Yes","Male","Higher",2.0063803954105,"Fourth",101,0,0,0,0,0,0,1,"20-24","Completed","Ever Married","Higher",1.99258474061085,0,"Tarai or Madhesi Other Castes","2"
"78",101,10,"Rural","Eastern Terai",3,5,"Hindu","Haluwai","Yes","Female","Secondary",2.0063803954105,"Fourth",101,0,0,0,0,0,0,1,"30-34","Completed","Ever Married","Secondary",1.99258474061085,2,"Tarai or Madhesi Other Castes","3"
"79",101,11,"Rural","Eastern Terai",1,5,"Hindu","Koiri/Kushwaha","Yes","Male","None",2.0063803954105,"Middle",101,0,0,0,0,0,0,1,"40-44","Completed","Ever Married","None",1.99258474061085,1,"Tarai or Madhesi Other Castes","1"
"80",101,12,"Rural","Eastern Terai",2,5,"Hindu","Haluwai","Yes","Female","None",2.0063803954105,"Fourth",101,0,0,0,0,0,0,1,"30-34","Completed","Ever Married","None",1.99258474061085,0,"Tarai or Madhesi Other Castes","2"
"81",101,13,"Rural","Eastern Terai",1,5,"Hindu","Koiri/Kushwaha","Yes","Male","Secondary",2.0063803954105,"Richest",101,0,0,0,0,0,0,0,"20-24","Completed","Ever Married","Secondary",1.99258474061085,1,"Tarai or Madhesi Other Castes","1"
"82",101,14,"Rural","Eastern Terai",1,5,"Hindu","Koiri/Kushwaha","Yes","Male","None",2.0063803954105,"Fourth",101,0,0,0,0,0,0,1,"40-44","Completed","Ever Married","None",1.99258474061085,1,"Tarai or Madhesi Other Castes","1"
"83",101,14,"Rural","Eastern Terai",1,5,"Hindu","Koiri/Kushwaha","Yes","Male","None",2.0063803954105,"Fourth",101,0,0,0,0,0,0,1,"15-19","Completed","Never Married","Secondary",1.99258474061085,NA,"Tarai or Madhesi Other Castes","1"
"84",101,15,"Rural","Eastern Terai",3,5,"Hindu","Koiri/Kushwaha","No","Male","None",2.0063803954105,"Fourth",101,0,0,0,0,0,0,1,"45-49","Completed","Ever Married","None",1.99258474061085,1,"Tarai or Madhesi Other Castes","3"
"85",101,16,"Rural","Eastern Terai",1,5,"Hindu","Koiri/Kushwaha","Yes","Female","None",2.0063803954105,"Second",101,0,0,0,0,0,0,1,"35-39","Completed","Ever Married","None",1.99258474061085,0,"Tarai or Madhesi Other Castes","1"
"86",101,17,"Rural","Eastern Terai",1,5,"Hindu","Koiri/Kushwaha","Yes","Female","Secondary",2.0063803954105,"Richest",101,0,0,0,0,0,0,0,"25-29","Completed","Ever Married","Secondary",1.99258474061085,0,"Tarai or Madhesi Other Castes","1"
"87",101,2,"Rural","Eastern Terai",2,5,"Hindu","Koiri/Kushwaha","Yes","Male","Higher",2.0063803954105,"Richest",101,0,0,0,0,0,0,1,"35-39","Completed","Ever Married","Higher",1.99258474061085,1,"Tarai or Madhesi Other Castes","2"
"88",101,20,"Rural","Eastern Terai",3,5,"Hindu","Brahman - Tarai","Yes","Male","Primary",2.0063803954105,"Richest",101,0,0,0,0,0,0,1,"25-29","Completed","Ever Married","None",1.99258474061085,2,"Brahman or Chhetri","3"
"89",101,21,"Rural","Eastern Terai",3,5,"Hindu","Koiri/Kushwaha","Yes","Female","None",2.0063803954105,"Fourth",101,0,0,0,0,0,0,0,"35-39","Completed","Ever Married","None",1.99258474061085,0,"Tarai or Madhesi Other Castes","3"
"90",101,22,"Rural","Eastern Terai",3,5,"Hindu","Koiri/Kushwaha","Yes","Male","None",2.0063803954105,"Middle",101,0,0,0,0,0,0,0,"30-34","Completed","Ever Married","None",1.99258474061085,0,"Tarai or Madhesi Other Castes","3"
"91",101,23,"Rural","Eastern Terai",2,5,"Hindu","Koiri/Kushwaha","Yes","Male","None",2.0063803954105,"Richest",101,0,0,0,0,0,0,1,"25-29","Completed","Ever Married","Higher",1.99258474061085,1,"Tarai or Madhesi Other Castes","2"
"92",101,24,"Rural","Eastern Terai",3,5,"Hindu","Koiri/Kushwaha","Yes","Male","Primary",2.0063803954105,"Fourth",101,0,0,0,0,0,0,0,"30-34","Completed","Ever Married","None",1.99258474061085,3,"Tarai or Madhesi Other Castes","3"
"93",101,3,"Rural","Eastern Terai",4,5,"Hindu","Koiri/Kushwaha","Yes","Female","None",2.0063803954105,"Middle",101,0,0,0,0,0,0,1,"40-44","Completed","Ever Married","None",1.99258474061085,4,"Tarai or Madhesi Other Castes","4 or more"
"94",101,3,"Rural","Eastern Terai",4,5,"Hindu","Koiri/Kushwaha","Yes","Female","None",2.0063803954105,"Middle",101,0,0,0,0,0,0,1,"15-19","Completed","Never Married","Secondary",1.99258474061085,NA,"Tarai or Madhesi Other Castes","4 or more"
"95",101,4,"Rural","Eastern Terai",3,5,"Hindu","Koiri/Kushwaha","Yes","Female","None",2.0063803954105,"Fourth",101,0,0,0,0,0,0,1,"35-39","Completed","Ever Married","None",1.99258474061085,2,"Tarai or Madhesi Other Castes","3"
"96",101,5,"Rural","Eastern Terai",2,5,"Hindu","Koiri/Kushwaha","Yes","Male","Primary",2.0063803954105,"Fourth",101,0,0,0,0,0,0,1,"35-39","Completed","Ever Married","Primary",1.99258474061085,1,"Tarai or Madhesi Other Castes","2"
"97",101,5,"Rural","Eastern Terai",2,5,"Hindu","Koiri/Kushwaha","Yes","Male","Primary",2.0063803954105,"Fourth",101,0,0,0,0,0,0,1,"15-19","Completed","Never Married","Secondary",1.99258474061085,NA,"Tarai or Madhesi Other Castes","2"
"98",101,6,"Rural","Eastern Terai",1,5,"Hindu","Koiri/Kushwaha","Yes","Female","None",2.0063803954105,"Fourth",101,0,0,0,0,0,0,1,"15-19","Completed","Ever Married","None",1.99258474061085,0,"Tarai or Madhesi Other Castes","1"
"99",101,7,"Rural","Eastern Terai",2,5,"Hindu","Koiri/Kushwaha","Yes","Female","None",2.0063803954105,"Poorest",101,0,0,0,0,0,0,1,"35-39","Completed","Ever Married","None",1.99258474061085,0,"Tarai or Madhesi Other Castes","2"
"100",101,8,"Rural","Eastern Terai",4,5,"Hindu","Kayastha","Yes","Male","Higher",2.0063803954105,"Richest",101,0,0,0,0,0,0,1,"30-34","Completed","Ever Married","Higher",1.99258474061085,3,"Brahman or Chhetri","4 or more"
"101",101,9,"Rural","Eastern Terai",0,5,"Hindu","Haluwai","Yes","Male","None",2.0063803954105,"Fourth",101,0,0,0,0,0,0,1,"15-19","Completed","Ever Married","Secondary",1.99258474061085,0,"Tarai or Madhesi Other Castes","0"
"102",103,1,"Rural","Eastern Terai",3,5,"Hindu","Yadav","Yes","Male","Primary",2.24735288619949,"Middle",103,0,0,0,0,0,0,1,"40-44","Completed","Ever Married","Primary",2.23190033059144,2,"Tarai or Madhesi Other Castes","3"
"103",103,10,"Rural","Eastern Terai",1,5,"Hindu","Khatwe","Yes","Male","None",2.24735288619949,"Middle",103,0,0,0,0,0,0,1,"45-49","Completed","Ever Married","None",2.23190033059144,0,"Dalits","1"
"104",103,10,"Rural","Eastern Terai",1,5,"Hindu","Khatwe","Yes","Male","None",2.24735288619949,"Middle",103,0,0,0,0,0,0,1,"15-19","Completed","Ever Married","Secondary",2.23190033059144,NA,"Dalits","1"
"105",103,11,"Rural","Eastern Terai",1,5,"Hindu","Khatwe","No","Male","None",2.24735288619949,"Middle",103,0,0,0,0,0,0,1,"15-19","Completed","Never Married","None",2.23190033059144,NA,"Dalits","1"
"106",103,12,"Rural","Eastern Terai",2,5,"Hindu","Khatwe","Yes","Male","Secondary",2.24735288619949,"Middle",103,0,0,0,0,0,0,1,"25-29","Completed","Ever Married","Secondary",2.23190033059144,1,"Dalits","2"
"107",103,13,"Rural","Eastern Terai",4,5,"Hindu","Khatwe","Yes","Male","None",2.24735288619949,"Second",103,0,0,0,0,0,0,1,"35-39","Completed","Ever Married","None",2.23190033059144,4,"Dalits","4 or more"
"108",103,15,"Rural","Eastern Terai",5,5,"Muslim","Musalman","No","Male","None",2.24735288619949,"Second",103,0,0,0,0,0,0,0,"20-24","Completed","Ever Married","None",2.23190033059144,2,"Muslim","4 or more"
"109",103,16,"Rural","Eastern Terai",9,5,"Hindu","Yadav","Yes","Male","Primary",2.24735288619949,"Richest",103,0,0,0,0,0,0,1,"30-34","Completed","Ever Married","None",2.23190033059144,3,"Tarai or Madhesi Other Castes","4 or more"
"110",103,16,"Rural","Eastern Terai",9,5,"Hindu","Yadav","Yes","Male","Primary",2.24735288619949,"Richest",103,0,0,0,0,0,0,1,"30-34","Completed","Ever Married","None",2.23190033059144,0,"Tarai or Madhesi Other Castes","4 or more"
"111",103,16,"Rural","Eastern Terai",9,5,"Hindu","Yadav","Yes","Male","Primary",2.24735288619949,"Richest",103,0,0,0,0,0,0,1,"25-29","Completed","Ever Married","None",2.23190033059144,1,"Tarai or Madhesi Other Castes","4 or more"
"112",103,17,"Rural","Eastern Terai",3,5,"Hindu","Yadav","Yes","Male","Higher",2.24735288619949,"Fourth",103,0,0,0,0,0,0,0,"30-34","Completed","Ever Married","Primary",2.23190033059144,0,"Tarai or Madhesi Other Castes","3"
"113",103,18,"Rural","Eastern Terai",3,5,"Hindu","Yadav","Yes","Male","Higher",2.24735288619949,"Richest",103,0,0,0,0,0,0,1,"40-44","Completed","Ever Married","None",2.23190033059144,0,"Tarai or Madhesi Other Castes","3"
"114",103,18,"Rural","Eastern Terai",3,5,"Hindu","Yadav","Yes","Male","Higher",2.24735288619949,"Richest",103,0,0,0,0,0,0,1,"25-29","Completed","Ever Married","Higher",2.23190033059144,0,"Tarai or Madhesi Other Castes","3"
